Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Emp_EnvironmentSatisfaction,Emp_JobSatisfaction,Emp_WorkLifeBalance,Mgr_JobInvolvement,Mgr_PerformanceRating,Time_in_min,Time_in_max,Time_in_mean,Time_out_min,Time_out_max,Time_out_mean
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,112,Male,4,Human Resources,Single,28670,0.0,24,0,3.0,5,2,2,2,,2.0,3.0,3,4,09:11:30,10:54:53,09:59:00,19:35:03,21:51:40,20:47:21
21,Yes,Travel_Rarely,Human Resources,10,2,Human Resources,113,Male,1,Laboratory Technician,Single,53730,1.0,12,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3,09:14:07,10:51:50,10:00:19,14:49:36,17:09:49,16:00:01
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,114,Female,2,Research Director,Single,66670,9.0,12,1,6.0,6,3,1,2,4.0,4.0,3.0,4,3,09:11:44,10:49:25,10:00:29,16:17:54,19:06:55,17:47:48
35,No,Travel_Rarely,Research & Development,29,3,Life Sciences,115,Female,3,Sales Executive,Single,50030,9.0,15,0,10.0,2,1,0,0,3.0,2.0,3.0,3,3,09:06:17,10:46:16,09:59:02,16:41:22,18:42:11,17:42:06
27,No,Travel_Rarely,Sales,2,3,Life Sciences,116,Male,1,Sales Executive,Divorced,23670,,12,1,5.0,2,5,0,4,4.0,2.0,3.0,3,3,08:58:50,10:52:45,09:59:57,15:02:48,17:29:20,16:11:19
28,No,Travel_Rarely,Research & Development,2,2,Medical,117,Male,3,Manager,Single,28580,1.0,12,0,7.0,2,7,0,7,2.0,4.0,3.0,2,3,09:13:57,10:45:18,09:57:50,15:59:30,18:19:36,17:05:04
49,No,Travel_Rarely,Sales,2,3,Technical Degree,118,Male,2,Manufacturing Director,Single,52040,8.0,14,1,26.0,3,5,0,0,2.0,3.0,3.0,3,3,09:11:13,11:01:34,09:59:29,16:44:39,19:01:12,17:48:59
51,No,Travel_Rarely,Research & Development,1,2,Life Sciences,119,Male,1,Sales Executive,Married,41050,4.0,22,1,18.0,2,7,0,7,3.0,4.0,2.0,3,4,09:09:06,10:41:14,09:59:41,16:26:56,18:38:43,17:36:51
36,No,Travel_Rarely,Sales,15,2,Life Sciences,120,Male,1,Sales Executive,Married,96790,4.0,12,0,6.0,1,2,2,2,4.0,3.0,3.0,3,3,09:15:58,10:58:02,10:00:41,15:00:19,17:05:05,16:00:49
34,Yes,Non-Travel,Research & Development,7,3,Life Sciences,121,Male,1,Sales Representative,Single,56170,8.0,25,1,9.0,3,5,0,4,1.0,4.0,2.0,3,4,09:17:15,10:41:09,09:59:27,18:05:55,20:12:01,19:06:15
55,No,Travel_Rarely,Sales,26,3,Marketing,122,Male,1,Laboratory Technician,Single,104480,2.0,13,0,30.0,3,5,1,2,3.0,4.0,3.0,3,3,09:14:06,10:42:12,09:58:41,17:25:20,19:43:35,18:39:44
24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,123,Female,5,Manager,Divorced,28970,1.0,18,3,5.0,4,5,0,3,4.0,3.0,4.0,3,3,09:14:19,10:42:12,10:00:43,18:51:47,21:06:42,20:00:19
30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,124,Female,2,Manager,Married,59680,1.0,13,0,1.0,3,1,0,0,3.0,2.0,3.0,3,3,09:10:11,10:49:40,09:59:52,15:44:11,17:52:30,16:53:54
26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,125,Male,2,Manager,Single,75100,0.0,18,3,7.0,3,6,0,4,3.0,,3.0,3,3,08:58:58,10:43:57,09:58:49,15:52:26,18:09:01,16:58:46
22,No,Travel_Rarely,Research & Development,16,5,Other,126,Male,1,Research Scientist,Married,29910,1.0,19,2,2.0,3,2,1,2,1.0,2.0,3.0,2,3,09:09:08,10:40:31,09:58:47,15:12:58,17:21:34,16:15:57
36,No,Travel_Rarely,Research & Development,1,3,Medical,127,Female,5,Healthcare Representative,Married,196360,1.0,12,1,10.0,3,10,9,0,2.0,3.0,3.0,3,3,09:17:52,10:53:48,09:57:54,14:53:43,17:19:56,16:19:53
30,Yes,Travel_Frequently,Sales,3,2,Marketing,128,Male,3,Research Scientist,Single,11290,9.0,19,0,3.0,2,1,0,0,3.0,4.0,3.0,2,3,09:12:19,11:10:29,09:58:32,17:03:02,19:22:16,18:10:02
37,No,Travel_Rarely,Research & Development,10,1,Technical Degree,129,Male,1,Sales Executive,Divorced,133410,1.0,14,1,18.0,3,18,12,17,4.0,1.0,2.0,3,3,09:18:46,10:50:45,09:59:12,15:21:40,17:36:01,16:26:19
40,No,Travel_Rarely,Research & Development,6,2,Medical,130,Male,3,Research Scientist,Divorced,43320,7.0,14,2,8.0,3,5,1,3,4.0,2.0,3.0,2,3,09:00:52,10:46:42,10:00:17,15:27:35,17:48:01,16:41:15
42,No,Travel_Rarely,Research & Development,2,3,Medical,131,Female,4,Manager,Divorced,110310,3.0,12,1,8.0,2,5,1,2,2.0,1.0,3.0,2,3,09:02:15,10:48:28,09:58:36,16:14:29,18:42:36,17:27:34
37,No,Travel_Rarely,Sales,9,1,Marketing,132,Male,3,Sales Executive,Single,44400,2.0,11,1,18.0,3,1,0,1,3.0,2.0,2.0,2,3,09:08:22,10:44:35,09:59:01,18:37:38,21:06:52,19:54:14
43,No,Travel_Rarely,Sales,10,2,Life Sciences,133,Female,1,Sales Executive,Divorced,46170,1.0,11,0,25.0,2,25,3,9,1.0,2.0,3.0,3,3,09:14:29,10:59:49,09:59:55,16:14:33,18:40:46,17:24:52
40,No,Travel_Rarely,Sales,6,2,Life Sciences,134,Female,1,Laboratory Technician,Married,26470,6.0,13,0,20.0,2,1,0,0,2.0,3.0,3.0,2,3,09:20:39,10:45:07,09:58:57,16:29:08,18:39:34,17:28:40
54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,135,Female,2,Manufacturing Director,Married,63230,4.0,23,1,24.0,2,4,1,2,1.0,1.0,2.0,2,4,09:20:37,10:42:29,10:01:09,14:58:17,17:13:57,16:01:06
34,No,Non-Travel,Research & Development,28,3,Medical,136,Male,1,Laboratory Technician,Married,56770,9.0,20,1,6.0,3,3,1,2,3.0,3.0,3.0,3,4,09:10:00,10:56:04,10:00:23,15:47:04,18:08:29,16:51:58
31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,137,Male,3,Sales Executive,Married,21870,1.0,15,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3,09:16:25,10:46:33,09:59:45,14:53:20,17:13:25,16:07:40
43,No,Travel_Frequently,Sales,14,3,Life Sciences,138,Female,1,Manufacturing Director,Married,37480,7.0,14,2,,3,3,1,2,4.0,4.0,3.0,2,3,08:57:15,10:47:33,09:59:25,16:39:05,19:15:12,17:39:54
43,No,Travel_Rarely,Sales,27,4,Life Sciences,139,Male,2,Sales Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3,09:18:59,10:49:08,09:59:41,17:56:01,20:00:06,18:52:26
25,No,Travel_Rarely,Human Resources,7,2,Human Resources,140,Male,1,Manufacturing Director,Single,86330,1.0,19,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3,09:14:58,10:44:47,09:59:36,19:36:36,21:55:10,20:53:21
37,No,Non-Travel,Research & Development,1,3,Medical,141,Male,3,Laboratory Technician,Married,20080,3.0,22,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4,09:11:04,10:52:09,09:58:58,19:15:34,22:05:02,20:40:29
31,No,Travel_Rarely,Research & Development,24,1,Medical,142,Male,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3,09:11:47,10:56:16,10:02:54,16:03:44,18:27:38,17:06:31
39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,143,Female,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4,09:03:32,10:55:42,09:59:24,17:58:42,20:07:14,18:59:57
56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,144,Female,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3,09:18:02,10:42:57,10:01:27,16:14:45,18:51:57,17:26:41
30,No,Travel_Rarely,Sales,5,4,Medical,145,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,09:14:39,10:45:18,09:59:56,16:25:16,18:45:56,17:35:05
41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,146,Female,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,09:16:42,10:56:34,09:59:02,15:31:15,18:05:26,16:36:29
28,No,Travel_Rarely,Research & Development,7,3,Medical,147,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,09:20:44,10:44:55,10:00:32,15:11:12,17:22:30,16:12:06
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,148,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,09:15:03,10:37:34,10:00:19,15:13:39,17:55:59,16:28:40
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,149,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,09:06:06,10:45:42,10:00:08,17:02:29,19:15:43,18:11:51
45,No,Travel_Rarely,Research & Development,2,3,Medical,150,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,09:03:34,10:45:56,09:59:58,15:45:17,17:48:12,16:47:13
52,No,Travel_Rarely,Research & Development,12,3,Medical,151,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,09:21:07,10:58:51,10:00:52,16:15:00,18:15:59,17:19:00
42,No,Travel_Frequently,Sales,10,3,Marketing,152,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,09:14:51,10:40:10,09:59:14,15:35:44,18:12:47,16:48:35
30,No,Travel_Rarely,Sales,25,3,Marketing,153,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,09:12:42,10:41:26,09:59:48,16:12:43,18:36:29,17:19:09
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,154,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,08:52:40,10:52:00,09:59:55,14:35:33,17:24:06,16:09:47
46,No,Travel_Rarely,Sales,19,4,Marketing,155,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,09:15:59,10:42:02,10:01:04,16:41:14,18:48:27,17:37:41
42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,156,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,09:12:29,10:45:53,09:58:22,15:24:06,17:54:11,16:34:04
24,Yes,Travel_Rarely,Research & Development,27,2,Medical,157,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,09:05:45,10:50:26,10:01:16,19:36:49,21:43:27,20:40:13
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,158,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,09:23:13,10:38:37,10:00:14,15:20:29,17:05:54,16:12:30
38,No,Travel_Frequently,Sales,3,3,Marketing,159,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,09:20:17,10:54:26,10:01:16,17:30:21,19:35:31,18:36:47
40,No,Travel_Rarely,Sales,26,4,Marketing,160,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,09:19:29,10:49:24,09:59:46,14:57:09,17:13:45,15:59:51
26,No,Travel_Rarely,Research & Development,3,2,Medical,161,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,09:17:27,10:51:14,10:00:11,15:12:07,17:22:53,16:17:06
30,No,Non-Travel,Research & Development,15,3,Medical,162,Female,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,09:22:28,10:45:17,10:00:11,17:06:02,19:01:02,17:54:31
29,No,Travel_Rarely,Research & Development,8,3,Medical,163,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,09:16:12,11:12:54,10:01:40,16:08:09,18:45:29,17:12:13
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,164,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,09:12:42,10:57:02,10:00:54,15:41:37,17:45:03,16:39:58
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,165,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,09:21:11,11:07:06,10:02:57,16:48:09,19:26:04,17:57:18
30,No,Non-Travel,Research & Development,2,4,Life Sciences,166,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,09:13:03,10:48:44,10:01:06,15:26:59,17:46:14,16:44:14
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,167,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,09:13:34,10:39:49,09:59:17,15:09:27,17:18:21,16:16:43
50,No,Travel_Rarely,Sales,10,4,Life Sciences,168,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,09:19:21,10:44:59,09:58:44,16:08:58,18:07:01,17:09:26
30,No,Non-Travel,Sales,10,2,Life Sciences,169,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,09:15:30,10:42:57,10:00:10,15:09:54,17:22:06,16:17:21
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,170,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,09:21:11,10:45:46,10:00:37,16:06:50,18:21:36,17:13:42
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,171,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,09:22:05,10:49:56,10:01:20,16:45:21,19:07:32,17:49:53
46,No,Travel_Rarely,Sales,4,1,Technical Degree,172,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,09:16:53,10:50:37,09:58:41,15:45:33,18:11:19,16:47:00
35,No,Travel_Rarely,Research & Development,15,2,Medical,173,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,09:09:41,10:32:13,09:58:43,15:10:50,17:28:31,16:27:46
54,No,Travel_Rarely,Research & Development,2,4,Medical,174,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,09:11:57,10:49:11,09:59:54,16:28:56,19:07:57,17:38:58
34,No,Travel_Rarely,Sales,8,2,Life Sciences,175,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,09:14:02,10:54:30,10:00:18,16:38:10,18:48:10,17:35:28
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,176,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,09:10:39,10:38:32,10:00:10,18:03:15,20:19:23,19:10:56
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,177,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,08:52:38,10:44:57,09:58:36,15:02:05,17:27:14,16:21:17
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,178,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,09:04:22,10:43:31,09:59:48,17:22:24,19:28:23,18:28:28
33,Yes,Travel_Rarely,Sales,5,4,Marketing,179,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,09:04:43,10:52:45,09:59:22,15:38:37,18:19:09,16:57:17
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,180,Male,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,09:15:07,10:33:34,09:57:56,15:18:01,17:18:35,16:26:25
35,No,Travel_Rarely,Research & Development,12,2,Medical,181,Female,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,09:06:43,10:47:54,10:01:34,17:25:37,20:08:06,18:54:07
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,182,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,09:19:28,10:45:08,10:01:46,15:40:36,17:50:14,16:37:04
34,Yes,Travel_Frequently,Sales,17,1,Marketing,183,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,09:04:08,10:42:04,10:01:40,19:44:29,21:52:29,21:01:24
42,No,Travel_Frequently,Research & Development,2,4,Medical,184,Female,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,09:14:49,10:52:35,10:00:15,16:50:36,18:52:18,17:48:54
36,No,Non-Travel,Research & Development,3,4,Medical,185,Male,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,09:17:37,10:52:14,09:59:18,16:10:13,18:13:32,17:13:04
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,186,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,09:08:11,10:37:40,09:59:46,15:03:34,17:25:35,16:24:56
48,No,Travel_Rarely,Research & Development,6,3,Medical,187,Male,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3,09:16:25,10:39:32,10:00:24,15:37:13,17:55:37,16:47:11
55,No,Travel_Rarely,Research & Development,1,3,Medical,188,Female,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3,09:17:26,10:47:44,09:59:44,16:30:25,18:16:04,17:23:10
41,No,Non-Travel,Research & Development,3,2,Life Sciences,189,Female,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3,09:14:33,10:45:41,10:01:23,14:52:18,17:22:57,16:12:54
35,No,Travel_Rarely,Research & Development,22,3,Medical,190,Female,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3,09:16:33,10:42:53,10:01:09,14:59:51,17:13:40,16:02:02
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,191,Female,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3,09:20:21,10:46:56,10:00:34,16:17:39,18:30:45,17:18:38
39,No,Travel_Frequently,Research & Development,12,1,Medical,192,Male,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3,09:03:05,10:53:00,09:58:49,15:51:54,18:18:44,17:02:32
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,193,Male,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3,09:07:39,10:52:38,10:02:29,17:30:40,19:54:58,18:45:58
42,No,Travel_Rarely,Research & Development,5,3,Medical,194,Male,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3,09:13:26,10:54:05,09:59:38,19:45:07,21:55:18,20:48:05
45,No,Travel_Rarely,Research & Development,2,1,Medical,195,Female,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4,09:12:35,10:44:20,10:00:30,16:21:52,18:31:03,17:25:07
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,196,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0,,3.0,2.0,3,3,09:02:34,10:49:45,10:00:32,18:05:19,20:06:43,19:11:58
29,No,Travel_Rarely,Research & Development,5,3,Medical,197,Male,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3,09:19:39,10:53:30,10:01:22,15:59:26,18:46:30,17:24:57
33,No,Travel_Rarely,Research & Development,16,3,Medical,198,Female,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3,09:15:37,10:54:06,09:59:27,16:29:42,18:12:50,17:23:36
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,199,Female,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3,09:18:31,10:50:22,09:58:57,15:44:52,17:49:32,16:41:39
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,200,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3,09:10:51,10:56:07,09:59:57,17:38:22,20:23:57,19:13:46
40,No,Non-Travel,Research & Development,1,4,Technical Degree,201,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3,09:19:31,10:52:58,09:58:40,15:47:55,18:06:22,16:51:31
41,No,Non-Travel,Research & Development,23,3,Life Sciences,202,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3,09:11:29,10:49:10,10:01:14,18:03:43,20:23:55,19:18:47
26,No,Travel_Rarely,Research & Development,9,4,Medical,203,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3,09:15:24,10:56:31,10:00:20,14:47:44,17:22:51,16:01:18
35,No,Travel_Rarely,Research & Development,16,4,Medical,204,Male,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3,09:16:25,10:46:24,10:01:59,15:20:28,17:24:24,16:21:33
34,No,Travel_Rarely,Research & Development,26,3,Medical,205,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3,09:16:57,10:44:28,10:00:40,15:14:18,17:38:28,16:25:02
26,Yes,Travel_Rarely,Sales,1,3,Marketing,206,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4,09:05:41,10:57:31,09:59:53,17:39:55,19:48:11,18:44:58
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,207,Male,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3,09:13:02,10:41:42,10:00:14,16:19:23,18:26:53,17:23:37
46,No,Travel_Frequently,Research & Development,4,1,Medical,208,Male,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3,09:01:34,10:53:45,09:58:54,15:02:35,17:32:42,16:10:41
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,209,Male,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3,09:21:42,10:52:27,10:00:22,16:35:25,18:59:18,17:42:45
37,No,Non-Travel,Research & Development,7,2,Medical,210,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3,09:16:13,10:33:14,09:58:32,16:33:30,18:38:17,17:28:56
52,No,Travel_Rarely,Sales,2,1,Medical,211,Male,1,Laboratory Technician,Divorced,99800,,11,1,18.0,2,10,6,9,4.0,1.0,3.0,3,3,09:21:08,10:44:11,09:59:10,18:13:51,20:06:53,19:03:43
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,212,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4,09:17:53,10:41:23,09:59:11,14:50:04,17:05:08,15:58:47
24,No,Travel_Frequently,Sales,22,3,Life Sciences,213,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3,09:18:50,10:43:25,10:00:49,15:00:22,17:12:47,16:02:41
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,214,Female,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3,09:15:19,10:46:01,10:03:09,14:46:49,17:15:37,16:04:21
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,215,Female,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3,09:12:47,10:45:49,09:58:43,15:35:37,18:05:56,16:52:40
49,No,Travel_Rarely,Sales,21,1,Life Sciences,216,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3,09:07:14,10:45:31,09:57:30,19:37:58,21:51:50,20:44:24
24,No,Travel_Rarely,Sales,1,3,Marketing,217,Female,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3,09:13:52,10:43:47,10:00:14,17:55:14,20:05:00,18:59:13
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,218,Female,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3,09:09:57,10:43:18,09:58:46,16:23:36,18:23:21,17:21:47
24,No,Travel_Rarely,Sales,7,3,Medical,219,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3,09:10:33,11:05:38,10:01:20,16:00:10,17:49:54,16:50:45
50,No,Travel_Frequently,Sales,2,2,Marketing,220,Male,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3,09:02:12,10:42:27,09:59:50,15:38:13,17:49:21,16:47:11
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,221,Male,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3,09:24:09,10:45:43,10:01:27,16:21:30,18:29:57,17:26:00
24,Yes,Travel_Frequently,Research & Development,2,3,Medical,222,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4,09:14:05,10:41:26,10:00:53,19:32:50,21:53:20,20:50:25
30,Yes,Travel_Frequently,Research & Development,9,3,Other,223,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3,09:13:20,10:41:38,09:58:12,15:54:25,18:04:18,16:50:52
34,No,Travel_Rarely,Sales,6,2,Life Sciences,224,Male,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3,08:58:25,10:41:00,10:00:19,17:49:28,19:57:29,18:54:42
